Player,GS Efficiency,Creativity Eff,D&B Eff,Defending Ef,Nation,Pos,Squad,Age,Born,90sâ¼,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Passing Cmp,Passing Att,Passing Cmp%,Passing TotDist,Passing PrgDist,Short Passing Cmp,Short Passing Att,Short Passing Cmp%,Medium Passing Cmp,Medium Passing Att,Medium Passing Cmp%,Long Passing Cmp,Long Passing Att,Long Passing Cmp%,Assists,xA,A-xA,KP,Final Third Passes,PPA,CrsPA,Prog,Live Passes,Dead Passes,FK Passes,TB Passes,Press Passes,Sw Passes,Crs Passes,CK Passes,CK Inswinging,CK Outswinging,CK Straight,Ground Passes,Low Passes,High Passes,Left Footed Passes,Right Footed Passes,Head Passes,Throw in Passes,Other Passes,Offside Passes,Out Passes,Intercepted Passes,Blocked Passes,SCA,SCA90,SCA PassLive,SCA PassDead,SCA Drib,SCA Sh,SCA Fld,SCA Def,GCA,GCA90,GCA PassLive,GCA PassDead,GCA Drib,GCA Sh,GCA Fld,GCA Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,vs Dribble TklW,vs Dribble Tkl Att,vs Dribble Tkl%,vs Dribble Past,Pressures Total,Pressures Succ,Pressures Succesful%,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks,Blocked Shots,Blcoked SOT,Blocked Pass,Int,Blocks and Interceptions,Tkl+Int,Clearances,Mistake To Goal,Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Dribbles Succ,Dribbles Att,Dribbles Succ%,Dribbles #Pl,Megs,Carries,Carry TotDist,Carry PrgDist,Carry Prog,Carries Final Third,Carry into box,Miscontrol,Displaced,Receiving Pass Target,Receiving Pass Rec,Rec%,Proggresive Passes Received,CrdY,CrdR,2CrdY,Fls,Fld,Offsides,Crosses Attempted,PKwon,PKcon,OG,Recoveries,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Minutes Played
Jan Bednarek,0.3865078,0.1524133,0.381744168,0.96684151,pl POL,CB,Southampton,24.00,1996.00,34.40,1.00,10.00,5.00,50.00,0.29,0.15,0.10,0.20,8.90,0.00,0.00,0.00,1.00,1.00,0.10,0.00,0.00,1697.00,2005.00,84.60,32478.00,10807.00,625.00,675.00,92.60,876.00,961.00,91.20,178.00,332.00,53.60,1.00,0.30,0.70,5.00,80.00,4.00,0.00,80.00,1916.00,89.00,44.00,1.00,250.00,30.00,0.00,0.00,0.00,0.00,0.00,1430.00,178.00,397.00,326.00,1447.00,132.00,45.00,7.00,2.00,35.00,23.00,18.00,14.00,0.41,12.00,1.00,0.00,1.00,0.00,0.00,2.00,0.06,2.00,0.00,0.00,0.00,0.00,0.00,48.00,28.00,31.00,16.00,1.00,23.00,53.00,43.40,30.00,284.00,95.00,33.50,169.00,104.00,11.00,59.00,28.00,1.00,31.00,78.00,137.00,126.00,216.00,1.00,2414.00,306.00,1336.00,1143.00,56.00,17.00,2328.00,2.00,4.00,50.00,2.00,0.00,1356.00,7025.00,3596.00,78.00,8.00,0.00,5.00,4.00,1510.00,1478.00,97.90,3.00,5.00,1.00,0.00,33.00,15.00,0.00,0.00,0.00,0.00,1.00,410.00,110.00,51.00,68.30,3100.00
Ben Godfrey,0.2573328,0.14657605,0.779889,0.85936174,eng ENG,CB,Everton,22.00,1998.00,29.80,0.00,14.00,2.00,14.30,0.47,0.07,0.00,0.00,15.10,0.00,0.00,0.00,0.90,0.90,0.06,-0.90,-0.90,1102.00,1302.00,84.60,21710.00,5735.00,378.00,428.00,88.30,566.00,621.00,91.10,138.00,206.00,67.00,2.00,0.50,1.50,1.00,58.00,5.00,2.00,51.00,1185.00,117.00,14.00,1.00,156.00,16.00,7.00,0.00,0.00,0.00,0.00,966.00,154.00,182.00,95.00,1016.00,59.00,102.00,4.00,1.00,24.00,23.00,32.00,10.00,0.34,7.00,0.00,0.00,2.00,1.00,0.00,2.00,0.07,1.00,0.00,0.00,1.00,0.00,0.00,56.00,29.00,40.00,14.00,2.00,25.00,39.00,64.10,14.00,370.00,115.00,31.10,237.00,110.00,23.00,85.00,39.00,1.00,46.00,44.00,129.00,100.00,135.00,0.00,1668.00,230.00,899.00,757.00,146.00,21.00,1552.00,8.00,14.00,57.10,9.00,0.00,927.00,6133.00,3460.00,80.00,28.00,3.00,17.00,15.00,1024.00,964.00,94.10,8.00,4.00,0.00,0.00,18.00,19.00,3.00,7.00,0.00,1.00,1.00,239.00,71.00,36.00,66.40,2685.00
Craig Dawson,0.632388,0.1402532,0.205658865,0.69873827,eng ENG,CB,West Ham,30.00,1990.00,21.40,3.00,16.00,5.00,31.30,0.75,0.23,0.19,0.60,8.30,0.00,0.00,0.00,1.70,1.70,0.11,1.30,1.30,592.00,718.00,82.50,14128.00,3945.00,129.00,140.00,92.10,303.00,328.00,92.40,153.00,237.00,64.60,0.00,0.00,0.00,1.00,41.00,1.00,0.00,25.00,689.00,29.00,25.00,0.00,76.00,30.00,0.00,0.00,0.00,0.00,0.00,489.00,68.00,161.00,38.00,606.00,44.00,3.00,2.00,1.00,19.00,11.00,5.00,8.00,0.37,5.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,11.00,13.00,0.00,0.00,3.00,12.00,25.00,9.00,145.00,45.00,31.00,96.00,46.00,3.00,32.00,25.00,1.00,7.00,39.00,71.00,52.00,133.00,1.00,945.00,180.00,575.00,375.00,38.00,22.00,918.00,0.00,0.00,,0.00,0.00,497.00,2632.00,1203.00,21.00,5.00,0.00,5.00,0.00,551.00,535.00,97.10,1.00,5.00,1.00,1.00,22.00,13.00,2.00,0.00,0.00,0.00,2.00,153.00,65.00,28.00,69.90,1925.00
Ben Mee,0.4422096,0.1378527,0.129045312,0.8622315,eng ENG,CB,Burnley,30.00,1989.00,29.90,2.00,22.00,6.00,27.30,0.74,0.20,0.09,0.33,9.90,0.00,0.00,0.00,1.60,1.60,0.07,0.40,0.40,784.00,1044.00,75.10,18309.00,6982.00,232.00,270.00,85.90,341.00,401.00,85.00,199.00,349.00,57.00,0.00,0.30,-0.30,6.00,51.00,1.00,0.00,64.00,1006.00,38.00,34.00,0.00,176.00,29.00,1.00,0.00,0.00,0.00,0.00,558.00,125.00,361.00,760.00,111.00,103.00,4.00,5.00,2.00,24.00,14.00,11.00,11.00,0.37,6.00,2.00,0.00,2.00,1.00,0.00,1.00,0.03,1.00,0.00,0.00,0.00,0.00,0.00,38.00,24.00,19.00,17.00,2.00,8.00,23.00,34.80,15.00,162.00,50.00,30.90,95.00,56.00,11.00,61.00,43.00,1.00,18.00,35.00,96.00,73.00,241.00,1.00,1441.00,250.00,742.00,685.00,65.00,44.00,1408.00,3.00,5.00,60.00,3.00,0.00,629.00,2592.00,1056.00,16.00,2.00,0.00,5.00,3.00,703.00,668.00,95.00,4.00,3.00,0.00,0.00,23.00,20.00,1.00,1.00,0.00,0.00,0.00,338.00,128.00,57.00,69.20,2693.00
Scott Dann,0.3287661,0.1249955,0.19477223,0.70618062,eng ENG,CB,Crystal Palace,33.00,1987.00,15.00,1.00,5.00,2.00,40.00,0.33,0.13,0.20,0.50,9.20,0.00,0.00,0.00,0.30,0.30,0.07,0.70,0.70,508.00,604.00,84.10,10396.00,4758.00,162.00,179.00,90.50,273.00,294.00,92.90,70.00,121.00,57.90,0.00,0.00,0.00,1.00,24.00,0.00,0.00,28.00,574.00,30.00,28.00,1.00,62.00,6.00,0.00,0.00,0.00,0.00,0.00,399.00,63.00,142.00,68.00,459.00,44.00,2.00,4.00,0.00,13.00,9.00,6.00,5.00,0.33,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,7.00,9.00,1.00,0.00,3.00,12.00,25.00,9.00,62.00,17.00,27.40,41.00,20.00,1.00,26.00,16.00,0.00,10.00,8.00,34.00,18.00,75.00,1.00,733.00,100.00,424.00,316.00,25.00,15.00,707.00,5.00,5.00,100.00,5.00,0.00,363.00,1527.00,799.00,15.00,1.00,0.00,3.00,0.00,440.00,426.00,96.80,1.00,1.00,0.00,0.00,8.00,5.00,0.00,0.00,0.00,0.00,0.00,148.00,49.00,34.00,59.00,1350.00
Kyle Bartley,0.526287,0.1175481,0.132322884,0.8155097,eng ENG,CB,West Brom,29.00,1991.00,28.70,3.00,14.00,5.00,35.70,0.49,0.17,0.21,0.60,8.20,0.00,0.00,0.00,2.10,2.10,0.15,0.90,0.90,630.00,809.00,77.90,13475.00,4389.00,195.00,237.00,82.30,323.00,374.00,86.40,105.00,185.00,56.80,1.00,0.20,0.80,4.00,52.00,3.00,1.00,30.00,776.00,33.00,23.00,1.00,141.00,29.00,4.00,0.00,0.00,0.00,0.00,514.00,79.00,216.00,95.00,570.00,78.00,10.00,1.00,2.00,27.00,10.00,8.00,9.00,0.31,7.00,0.00,0.00,2.00,0.00,0.00,1.00,0.03,1.00,0.00,0.00,0.00,0.00,0.00,26.00,18.00,15.00,10.00,1.00,10.00,32.00,31.30,22.00,232.00,76.00,32.80,135.00,82.00,15.00,74.00,37.00,1.00,37.00,31.00,105.00,57.00,202.00,2.00,1162.00,277.00,701.00,435.00,74.00,40.00,1130.00,3.00,4.00,75.00,3.00,0.00,470.00,2548.00,1039.00,19.00,5.00,0.00,9.00,5.00,607.00,517.00,85.20,4.00,4.00,0.00,0.00,35.00,9.00,5.00,4.00,0.00,1.00,0.00,260.00,111.00,55.00,66.90,2584.00
Joe Gomez,None,0.1144056,0.597938016,0.99999953,eng ENG,CB,Liverpool,23.00,1997.00,6.60,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,481.00,533.00,90.20,11406.00,3067.00,99.00,106.00,93.40,279.00,297.00,93.90,99.00,123.00,80.50,0.00,0.00,0.00,1.00,30.00,0.00,0.00,38.00,526.00,7.00,7.00,0.00,65.00,29.00,0.00,0.00,0.00,0.00,0.00,407.00,31.00,95.00,38.00,446.00,31.00,0.00,0.00,1.00,8.00,1.00,2.00,2.00,0.31,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,2.00,3.00,0.00,0.00,4.00,0.00,4.00,39.00,15.00,38.50,24.00,13.00,2.00,7.00,3.00,0.00,4.00,5.00,12.00,10.00,32.00,2.00,591.00,69.00,267.00,353.00,6.00,0.00,585.00,4.00,4.00,100.00,4.00,0.00,420.00,1920.00,1072.00,28.00,0.00,0.00,1.00,6.00,427.00,425.00,99.50,0.00,0.00,0.00,0.00,9.00,6.00,0.00,0.00,0.00,1.00,0.00,107.00,26.00,23.00,53.10,590.00
Davinson SÃ¡nchez,0.147534,0.1135555,0.35389308,0.776655131,co COL,CB,Tottenham,24.00,1996.00,16.50,0.00,6.00,0.00,0.00,0.36,0.00,0.00,,9.30,0.00,0.00,0.00,1.10,1.10,0.18,-1.10,-1.10,849.00,977.00,86.90,18273.00,4714.00,228.00,250.00,91.20,468.00,505.00,92.70,146.00,204.00,71.60,0.00,0.00,0.00,0.00,20.00,1.00,0.00,29.00,953.00,24.00,22.00,0.00,73.00,17.00,0.00,0.00,0.00,0.00,0.00,791.00,60.00,126.00,112.00,799.00,38.00,2.00,5.00,0.00,10.00,11.00,11.00,5.00,0.30,3.00,1.00,0.00,1.00,0.00,0.00,1.00,0.06,1.00,0.00,0.00,0.00,0.00,0.00,40.00,25.00,31.00,9.00,0.00,19.00,30.00,63.30,11.00,155.00,49.00,31.60,104.00,44.00,7.00,19.00,12.00,0.00,7.00,14.00,33.00,54.00,123.00,0.00,1176.00,190.00,699.00,521.00,14.00,6.00,1153.00,0.00,0.00,,0.00,0.00,747.00,3501.00,1598.00,36.00,3.00,0.00,2.00,4.00,808.00,796.00,98.50,2.00,1.00,0.00,0.00,25.00,12.00,0.00,0.00,0.00,3.00,1.00,153.00,50.00,30.00,62.50,1486.00
Eric Bailly,0.239356,0.1105317,0.496149108,0.85993912,ci CIV,CB,Manchester Utd,26.00,1994.00,10.20,0.00,2.00,0.00,0.00,0.20,0.00,0.00,,10.00,0.00,0.00,0.00,0.10,0.10,0.05,-0.10,-0.10,494.00,547.00,90.30,10384.00,3113.00,139.00,148.00,93.90,281.00,304.00,92.40,71.00,91.00,78.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,29.00,532.00,15.00,14.00,0.00,50.00,10.00,0.00,0.00,0.00,0.00,0.00,452.00,41.00,54.00,65.00,443.00,23.00,1.00,2.00,0.00,4.00,10.00,3.00,3.00,0.29,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.10,1.00,0.00,0.00,0.00,0.00,0.00,9.00,6.00,5.00,3.00,1.00,1.00,1.00,100.00,0.00,55.00,22.00,40.00,27.00,26.00,2.00,17.00,15.00,0.00,2.00,22.00,39.00,31.00,51.00,0.00,653.00,105.00,382.00,303.00,13.00,4.00,640.00,5.00,6.00,83.30,5.00,0.00,417.00,2676.00,1381.00,34.00,2.00,0.00,2.00,1.00,433.00,427.00,98.60,0.00,3.00,0.00,0.00,12.00,5.00,0.00,0.00,0.00,0.00,0.00,98.00,27.00,17.00,61.40,916.00
Ciaran Clark,0.2347064,0.1070837,0.197348886,0.73907061,ie IRL,CB,Newcastle Utd,30.00,1989.00,21.00,1.00,8.00,2.00,25.00,0.38,0.10,0.13,0.50,10.40,0.00,0.00,0.00,0.30,0.30,0.04,0.70,0.70,620.00,747.00,83.00,12686.00,3922.00,198.00,227.00,87.20,312.00,345.00,90.40,102.00,157.00,65.00,0.00,0.10,-0.10,2.00,35.00,2.00,0.00,35.00,724.00,23.00,6.00,2.00,88.00,11.00,0.00,0.00,0.00,0.00,0.00,516.00,66.00,165.00,514.00,126.00,53.00,17.00,1.00,1.00,3.00,14.00,9.00,6.00,0.29,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,14.00,18.00,7.00,2.00,3.00,10.00,30.00,7.00,156.00,49.00,31.40,102.00,42.00,12.00,45.00,20.00,0.00,25.00,26.00,71.00,53.00,134.00,3.00,992.00,187.00,621.00,344.00,58.00,18.00,970.00,6.00,9.00,66.70,6.00,0.00,493.00,2325.00,1134.00,25.00,3.00,0.00,7.00,1.00,578.00,545.00,94.30,5.00,3.00,0.00,0.00,17.00,15.00,1.00,0.00,0.00,1.00,1.00,168.00,79.00,35.00,69.30,1891.00
Issa Diop,0.938826,0.0977518,0.239966086,0.68589559,fr FRA,CB,West Ham,23.00,1997.00,15.30,2.00,3.00,2.00,66.70,0.20,0.13,0.67,1.00,8.20,0.00,0.00,0.00,0.30,0.30,0.11,1.70,1.70,475.00,563.00,84.40,9379.00,2899.00,160.00,184.00,87.00,244.00,267.00,91.40,65.00,101.00,64.40,0.00,0.00,0.00,1.00,28.00,0.00,0.00,22.00,548.00,15.00,12.00,1.00,57.00,3.00,1.00,0.00,0.00,0.00,0.00,439.00,41.00,83.00,97.00,407.00,42.00,3.00,0.00,1.00,7.00,9.00,3.00,4.00,0.26,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.07,1.00,0.00,0.00,0.00,0.00,0.00,26.00,19.00,14.00,12.00,0.00,6.00,18.00,33.30,12.00,113.00,41.00,36.30,61.00,48.00,4.00,35.00,24.00,1.00,11.00,14.00,49.00,40.00,82.00,2.00,725.00,114.00,369.00,373.00,11.00,7.00,710.00,5.00,5.00,100.00,5.00,0.00,394.00,2147.00,1007.00,23.00,2.00,0.00,3.00,3.00,449.00,432.00,96.20,1.00,3.00,0.00,0.00,9.00,7.00,1.00,1.00,0.00,0.00,1.00,111.00,30.00,20.00,60.00,1381.00
Conor Coady,0.122845,0.0919552,0.262932543,0.57903,eng ENG,CB,Wolves,27.00,1993.00,36.70,1.00,8.00,2.00,25.00,0.22,0.05,0.13,0.50,10.60,0.00,0.00,0.00,1.30,1.30,0.16,-0.30,-0.30,1576.00,1789.00,88.10,40617.00,14316.00,287.00,303.00,94.70,810.00,846.00,95.70,470.00,618.00,76.10,0.00,0.10,-0.10,2.00,78.00,1.00,0.00,59.00,1732.00,57.00,50.00,2.00,136.00,85.00,1.00,0.00,0.00,0.00,0.00,1220.00,139.00,430.00,49.00,1644.00,77.00,3.00,4.00,4.00,22.00,19.00,11.00,9.00,0.25,7.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,23.00,23.00,8.00,0.00,14.00,37.00,37.80,23.00,203.00,71.00,35.00,149.00,52.00,2.00,59.00,39.00,2.00,20.00,25.00,84.00,56.00,163.00,1.00,2073.00,420.00,1352.00,805.00,17.00,12.00,2019.00,7.00,9.00,77.80,7.00,1.00,1281.00,6008.00,2639.00,29.00,2.00,0.00,2.00,3.00,1462.00,1446.00,98.90,2.00,5.00,0.00,0.00,26.00,13.00,0.00,1.00,0.00,1.00,0.00,270.00,40.00,29.00,58.00,3303.00
Pablo MarÃ­,None,0.0749978,0.567130905,0.57197259,es ESP,CB,Arsenal,26.00,1993.00,10.00,0.00,2.00,0.00,0.00,0.20,0.00,0.00,,21.30,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,537.00,592.00,90.70,10977.00,2753.00,162.00,170.00,95.30,294.00,301.00,97.70,76.00,113.00,67.30,0.00,0.00,0.00,0.00,20.00,0.00,0.00,19.00,585.00,7.00,4.00,0.00,45.00,10.00,0.00,0.00,0.00,0.00,0.00,489.00,36.00,67.00,480.00,71.00,23.00,3.00,1.00,0.00,8.00,7.00,2.00,2.00,0.20,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,11.00,11.00,3.00,0.00,4.00,11.00,36.40,7.00,68.00,27.00,39.70,41.00,25.00,2.00,13.00,7.00,0.00,6.00,5.00,18.00,19.00,56.00,0.00,679.00,98.00,412.00,308.00,10.00,3.00,672.00,3.00,3.00,100.00,3.00,0.00,484.00,2680.00,1551.00,35.00,4.00,0.00,1.00,0.00,517.00,509.00,98.50,1.00,2.00,0.00,0.00,10.00,5.00,0.00,0.00,0.00,1.00,0.00,72.00,29.00,16.00,64.40,900.00
Yerry Mina,0.418985,0.0696912,0.650191992,0.60920517,co COL,CB,Everton,25.00,1994.00,21.50,2.00,17.00,4.00,23.50,0.79,0.19,0.12,0.50,10.20,0.00,0.00,0.00,1.30,1.30,0.08,0.70,0.70,1115.00,1227.00,90.90,23055.00,6367.00,294.00,313.00,93.90,634.00,664.00,95.50,160.00,214.00,74.80,0.00,0.00,0.00,0.00,49.00,0.00,0.00,45.00,1198.00,29.00,25.00,0.00,101.00,26.00,0.00,0.00,0.00,0.00,0.00,1008.00,85.00,134.00,184.00,969.00,43.00,2.00,0.00,0.00,10.00,9.00,9.00,4.00,0.19,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,12.00,19.00,6.00,0.00,7.00,10.00,70.00,3.00,148.00,43.00,29.10,101.00,45.00,2.00,38.00,26.00,0.00,12.00,13.00,51.00,38.00,130.00,1.00,1461.00,248.00,919.00,633.00,35.00,25.00,1434.00,0.00,1.00,0.00,0.00,0.00,941.00,6165.00,3827.00,73.00,5.00,0.00,1.00,3.00,1071.00,1043.00,97.40,3.00,2.00,0.00,0.00,22.00,11.00,0.00,0.00,0.00,0.00,0.00,168.00,68.00,27.00,71.60,1937.00
Phil Jagielka,None,0.0641624,0.099585924,0.88470945,eng ENG,CB,Sheffield Utd,37.00,1982.00,5.80,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,142.00,186.00,76.30,3668.00,1007.00,34.00,39.00,87.20,57.00,71.00,80.30,49.00,71.00,69.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,5.00,174.00,12.00,7.00,0.00,28.00,10.00,1.00,0.00,0.00,0.00,0.00,109.00,22.00,55.00,29.00,134.00,11.00,5.00,0.00,0.00,7.00,3.00,2.00,1.00,0.17,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,5.00,3.00,1.00,5.00,11.00,45.50,6.00,56.00,17.00,30.40,40.00,16.00,0.00,15.00,6.00,0.00,9.00,12.00,27.00,21.00,47.00,2.00,261.00,44.00,147.00,112.00,8.00,1.00,249.00,0.00,0.00,,0.00,0.00,112.00,360.00,152.00,4.00,1.00,0.00,0.00,0.00,125.00,118.00,94.40,1.00,1.00,1.00,0.00,8.00,1.00,0.00,1.00,0.00,0.00,1.00,45.00,15.00,10.00,60.00,526.00
FabiÃ¡n Balbuena,0.338725,0.0563418,0.191190504,0.70426953,py PAR,CB,West Ham,28.00,1991.00,13.30,1.00,8.00,2.00,25.00,0.60,0.15,0.13,0.50,9.60,0.00,0.00,0.00,0.60,0.60,0.08,0.40,0.40,357.00,465.00,76.80,8603.00,3296.00,77.00,88.00,87.50,187.00,213.00,87.80,89.00,154.00,57.80,0.00,0.00,0.00,0.00,33.00,0.00,0.00,30.00,439.00,26.00,23.00,0.00,32.00,17.00,0.00,0.00,0.00,0.00,0.00,289.00,41.00,135.00,52.00,377.00,24.00,3.00,1.00,3.00,10.00,5.00,7.00,2.00,0.15,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,14.00,20.00,4.00,0.00,12.00,24.00,50.00,12.00,134.00,45.00,33.60,88.00,44.00,2.00,25.00,6.00,1.00,19.00,14.00,39.00,38.00,89.00,1.00,611.00,90.00,317.00,301.00,24.00,10.00,589.00,2.00,3.00,66.70,2.00,0.00,325.00,1515.00,696.00,13.00,3.00,0.00,2.00,0.00,336.00,322.00,95.80,5.00,1.00,1.00,0.00,12.00,4.00,0.00,0.00,0.00,0.00,0.00,114.00,26.00,17.00,60.50,1198.00
Ezri Konsa,0.3703036,0.05446415,0.142303158,0.64568341,eng ENG,CB,Aston Villa,22.00,1997.00,35.50,2.00,22.00,7.00,31.80,0.62,0.20,0.09,0.29,8.60,0.00,0.00,0.00,2.10,2.10,0.10,-0.10,-0.10,1076.00,1244.00,86.50,24313.00,5976.00,250.00,284.00,88.00,615.00,658.00,93.50,202.00,280.00,72.10,0.00,0.20,-0.20,1.00,38.00,2.00,0.00,36.00,1188.00,56.00,41.00,1.00,141.00,31.00,2.00,0.00,0.00,0.00,0.00,916.00,114.00,214.00,136.00,986.00,63.00,14.00,3.00,1.00,27.00,10.00,10.00,5.00,0.14,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,22.00,23.00,10.00,1.00,11.00,19.00,57.90,8.00,225.00,71.00,31.60,129.00,83.00,13.00,65.00,45.00,0.00,20.00,27.00,92.00,61.00,193.00,0.00,1606.00,331.00,942.00,640.00,76.00,31.00,1560.00,6.00,10.00,60.00,6.00,0.00,896.00,3463.00,1382.00,22.00,3.00,0.00,5.00,5.00,972.00,927.00,95.40,6.00,3.00,0.00,0.00,22.00,57.00,1.00,2.00,0.00,1.00,0.00,289.00,90.00,62.00,59.20,3196.00
Tim Ream,None,0.0535703,0.57982404,0.68831397,us USA,CB,Fulham,32.00,1987.00,7.00,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,396.00,434.00,91.20,8687.00,2742.00,102.00,106.00,96.20,220.00,228.00,96.50,72.00,94.00,76.60,0.00,0.00,0.00,0.00,31.00,0.00,0.00,24.00,432.00,2.00,2.00,0.00,28.00,13.00,0.00,0.00,0.00,0.00,0.00,353.00,34.00,47.00,325.00,84.00,14.00,0.00,5.00,0.00,10.00,3.00,4.00,1.00,0.14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,4.00,8.00,2.00,0.00,5.00,8.00,62.50,3.00,37.00,10.00,27.00,16.00,20.00,1.00,14.00,6.00,0.00,8.00,4.00,18.00,14.00,31.00,1.00,492.00,88.00,284.00,233.00,7.00,0.00,490.00,1.00,2.00,50.00,1.00,0.00,326.00,2010.00,1110.00,29.00,2.00,0.00,1.00,1.00,368.00,365.00,99.20,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,11.00,9.00,55.00,630.00